Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Indonesia,59.18,58.44,57.45,56.06,53.41,50.68,49.26,47.57,48.85,45.8,45.63,44.33,44.66,43,41.46,41.57,40.07,40.01,41.12,38.18,35.96,32.39,30.09,30.63,29.29,26.58,27.77,24.88,22.05,19.77,22.01,,
